icao,lat,lon,name,country,type
LELT,39.71690,-3.32056,Lillo Airfield,ES,s
LELV,40.38656,-3.61584,Infanta Leonor University Hospital Heliport,ES,h
LEMD,40.49341,-3.57225,Adolfo Suárez Madrid–Barajas Airport,ES,l
LEME,39.96822,4.09373,S'Arangi Heliport,ES,h
LEMF,37.36430,-6.92094,Mafé - Gibraleón Airfield,ES,s
LEMG,36.67490,-4.49911,Málaga-Costa del Sol Airport,ES,l
LEMH,39.86260,4.21865,Menorca Airport,ES,l
LEMI,37.80285,-1.12488,Region of Murcia International Airport,ES,l
LEMN,40.66640,0.56472,Heli Montsiá - Amposta Heliport,ES,h
LEMO,37.17490,-5.61594,Moron Air Base,ES,m
LEMP,37.83682,-1.09767,Los Martínez Del Puerto Airfield,ES,s
LEMR,43.42920,-5.83056,La Morgal Airfield,ES,s
LEMS,41.76530,1.86167,Manresa Airfield,ES,s
LEMT,40.23500,-4.02639,Casarrubios Del Monte Airfield,ES,s
LEMU,38.44060,-0.47528,Muchamiel Airfield,ES,s
LEMX,39.56210,-3.25075,La Mancha-Toledo Airfield,ES,s
LENA,42.02280,0.48222,Benabarre Airfield,ES,s
LENB,39.99684,3.81410,Cala'n Blanes Heliport,ES,h
LENE,38.66973,-3.30319,La Caminera Airfield,ES,s
LENH,41.56080,2.42972,Nou Hospital De Mataró Heliport,ES,h
LENM,38.91750,1.41944,Hospital Can Misses Heliport,ES,h
LENN,38.11489,-4.11547,La Centenera,ES,s
LENT,39.26725,-4.49041,Alcoba de Los Montes Heliport,ES,h
LEOC,39.93750,-3.50333,Ocaña Airfield,ES,s
LEOR,42.13220,2.90389,Parque De Bomberos De Orriols Heliport,ES,h
LEOS,42.33306,-5.45194,Aeródromo de los Oteros,ES,s
LEOT,38.61568,-1.52648,Ontur Airfield,ES,s
LEPA,39.55170,2.73881,Palma de Mallorca Airport,ES,l
LEPB,41.36430,2.18301,Autoridad Portuaria de Barcelona Heliport,ES,h
LEPI,39.29820,-2.37872,Casas de los Pinos Airfield,ES,s
LEPJ,42.71644,-0.30013,El Pueyo de Jaca Heliport,ES,h
LEPP,42.77000,-1.64633,Pamplona Airport,ES,m
LEPR,37.71438,-5.21523,Palma del Río Airfield,ES,s
LEPS,41.18590,1.15992,Mas Passamaner Heliport,ES,h
LEPV,43.67480,-7.59523,Costa Norte-Puerto de Viveiro-Celeiro Heliport,ES,h
LEPY,41.58350,2.56079,El Portinyol Heliport,ES,h
LEPZ,38.91220,-4.19111,Los Pozuelos De Calatrava Airfield,ES,s
LEQE,42.21554,-8.42644,Queimadelos Heliport,ES,h
LERA,41.38330,2.10833,R.A.C.C. Heliport,ES,h
LERB,42.48086,-6.27240,Rabanal del Camino Firefighting Heliport,ES,h
LERE,39.47470,-1.03444,Aeródromo Requena El Rebollar,ES,s
LERG,42.10481,1.85812,Berga Heliport,ES,h
LERI,37.95110,-1.23032,Alcantarilla Air Base,ES,m
LERL,38.85648,-3.96994,Ciudad Real International Airport,ES,m
LERM,40.86530,-3.24778,Robledillo De Mohernando Airfield,ES,s
LERO,43.11690,-7.47028,Rozas Airfield,ES,s
LERP,42.59230,-4.29020,Aeródromo de Herrera de Pisuerga,ES,s
LERS,41.14751,1.16835,Reus Airport,ES,l
LERT,36.64520,-6.34946,Rota Naval Station Airport,ES,m
LERV,41.57200,2.26203,Servei D'Evacuació Del Circuit De Catalunya Heliport,ES,h
LERY,40.34043,-3.86951,King Juan Carlos Hospital Heliport,ES,h
LESA,40.95210,-5.50199,Salamanca Airport,ES,m
LESB,39.59890,2.70278,Son Bonet Airfield,ES,s
LESE,38.73080,-4.31306,San Enrique Airfield,ES,s
LESL,39.86188,4.25174,Sant Lluis Airfield,ES,s
LESO,43.35650,-1.79061,San Sebastián Airport,ES,m
LESP,41.41350,2.17196,Hospital San Pau Heliport,ES,h
LESS,40.20420,-2.14389,Sotos Airfield,ES,s
LEST,42.89630,-8.41514,Santiago-Rosalía de Castro Airport,ES,l
LESU,42.33860,1.40917,Pirineus - la Seu d'Urgel Airport,ES,m
LETA,41.57400,2.25716,Servei Generals Del Circuit De Catalunya Heliport,ES,h
LETB,42.29552,-6.21451,Tabuyo del Monte Firefighting Heliport,ES,h
LETC,41.53060,-4.92500,Matilla De Los Caños Airfield,ES,s
LETE,39.03690,-6.69056,Morante Airfield,ES,s
LETF,36.87179,-5.64877,Tomás Fernández Espada Airfield,ES,s
LETI,40.24390,-4.79444,El Tietar Airfield,ES,s
LETK,41.40662,2.12800,Teknon Medical Center Heliport,ES,h
LETL,40.41027,-1.21737,Teruel Airport,ES,m
LETM,42.01550,2.31925,Sant Martí De Sescorts Heliport,ES,h
LETO,40.48788,-3.45681,Madrid–Torrejón Airport / Torrejón Air Base,ES,m
LETP,41.20420,-3.59472,Santo Tome Del Puerto Airfield,ES,s
LETR,42.16940,0.89278,Tremp Heliport,ES,h
LETS,40.44983,-3.69314,Torre Picasso Heliport,ES,h
LETT,40.81129,0.52335,Tortosa Verge de la Cinta Hospital Heliport,ES,h
LETV,42.51880,1.24231,Tirviá Heliport,ES,h
LETZ,41.78530,-4.86473,Torozos Airfield,ES,s
LEUL,41.52430,1.97158,Ullastrell-Teresa Vilá Heliport,ES,h
LEVB,41.82470,-4.89306,El Carrascal Airfield,ES,s
LEVC,39.48916,-0.48096,Valencia Airport,ES,l
LEVD,41.70610,-4.85194,Valladolid Airport,ES,m
LEVE,38.42056,-6.35694,Aeródromo Virgen de La Estrella,ES,s
LEVF,43.55250,-7.08778,Villaframil Airfield,ES,s
LEVH,42.69713,0.80157,Vielha Heliport,ES,h
LEVO,38.75094,-2.84208,Villahermosa Heliport,ES,h
LEVR,42.30470,0.71306,Vilaller Heliport,ES,h
LEVT,42.88280,-2.72447,Vitoria Airport,ES,m
LEVX,42.23180,-8.62677,Vigo Airport,ES,m
LEXE,41.55382,2.06640,Sabadell Police Heliport,ES,h
LEXJ,43.42710,-3.82001,Seve Ballesteros-Santander Airport,ES,m
LEZA,42.06904,-7.47494,C.I. de Laza Heliport,ES,h
LEZG,41.66620,-1.04155,Zaragoza Airport,ES,l
LEZL,37.41800,-5.89311,Seville Airport,ES,l
LEZO,40.93602,-3.62504,Lozoyuela Heliport,ES,h
LFAB,49.88466,1.08101,Dieppe-Saint-Aubin Airport,FR,s
LFAC,50.96210,1.95476,Calais Marck Airport,FR,m
LFAD,49.43124,2.80151,Compiègne Margny Airfield,FR,s
LFAE,50.06817,1.42475,Eu Mers-Le Tréport Airfield,FR,s
LFAF,49.59580,3.63167,Laon-Chambry Airfield,FR,s
LFAG,49.86887,3.02957,Péronne Saint-Quentin Airfield,FR,m
LFAI,48.59620,3.00679,Nangis-Les Loges Aerodrome,FR,s
LFAJ,48.70946,0.00286,Argentan Airfield,FR,s
LFAK,51.03956,2.54913,Dunkerque-Les Moëres Airfield,FR,s
LFAL,47.69261,-0.00220,La Flèche-Thorée-les-Pins Airfield,FR,s
LFAM,50.42310,1.59194,Berck-sur-Mer Airfield,FR,s
LFAO,48.54580,-0.38744,Bagnoles-Couterne Airfield,FR,s
LFAP,49.48097,4.36330,Rethel-Perthes Airfield,FR,s
LFAQ,49.97005,2.69394,Albert Bray airport,FR,s
LFAR,49.67212,2.56781,Montdidier Airfield,FR,s
LFAS,48.92720,-0.14472,Falaise-Mont d'Eraines Airfield,FR,s
LFAT,50.51828,1.62166,Le Touquet-Côte d'Opale Airport,FR,m
LFAU,49.62277,-1.83069,Aérodrome de Vauville,FR,s
LFAV,50.32782,3.46106,Valenciennes-Denain Airfield,FR,m
LFAW,49.41042,5.88930,Villerupt Aerodrome,FR,s
LFAX,48.53916,0.53204,Mortagne-au-Perche Airfield,FR,s
LFAY,49.87300,2.38707,Amiens Glisy Airfield,FR,m
LFBA,44.17417,0.59309,Agen La Garenne airport,FR,m
LFBC,44.53330,-1.12500,Cazaux (BA 120) Air Base,FR,m
LFBD,44.82865,-0.71536,Bordeaux–Mérignac Airport,FR,l
LFBE,44.82530,0.51861,Bergerac Dordogne-Périgord airport,FR,m
LFBF,43.54560,1.36750,Toulouse-Francazal (BA 101) Air Base,FR,m
LFBG,45.65830,-0.31750,Cognac-Châteaubernard (BA 709) Air Base,FR,m
LFBH,46.17920,-1.19528,La Rochelle Île de Ré Airport,FR,m
LFBI,46.58770,0.30667,Poitiers-Biard Airport,FR,m
LFBJ,45.90330,0.92000,Aérodrome de Saint-Junien,FR,s
LFBK,46.22260,2.36396,Montluçon-Guéret Airport,FR,m
LFBL,45.86280,1.17944,Limoges Airport,FR,m
LFBM,43.91170,-0.50750,Mont-de-Marsan (BA 118) Air Base,FR,m
LFBN,46.31348,-0.39453,Niort - Marais Poitevin Airport,FR,m
LFBO,43.62910,1.36382,Toulouse-Blagnac Airport,FR,l
LFBP,43.38000,-0.41861,Pau Pyrénées Airport,FR,m
LFBR,43.44890,1.26333,Aérodrome de Muret - Lherm,FR,s
LFBS,44.36940,-1.13056,Biscarrosse Parentis airfield,FR,s
LFBT,43.17870,-0.00644,Tarbes-Lourdes-Pyrénées Airport,FR,m
LFBU,45.72920,0.22146,Angoulême Brie-Champniers airport,FR,m
LFBX,45.19810,0.81556,Périgueux-Bassillac Airport,FR,m
LFBY,43.68920,-1.06889,Dax Seyresse Airfield,FR,s
LFBZ,43.46837,-1.52322,Biarritz Pays Basque airport,FR,m
LFCA,46.78140,0.55194,Aérodrome de Châtellerault-Targé,FR,s
LFCB,42.80000,0.60000,Aérodrome de Bagnères de Luchon,FR,s
LFCC,44.35140,1.47528,Cahors Lalbenque airport,FR,m
LFCD,44.75500,-1.06500,Aérodrome d'Andernos,FR,s
LFCE,46.17607,1.95383,Guéret Saint-Laurent Airfield,FR,s
LFCF,44.67330,1.78917,Aérodrome de Figeac - Livernon,FR,s
LFCG,43.00780,1.10315,Aérodrome de Saint-Girons - Antichan,FR,m
LFCH,44.59640,-1.11083,Aérodrome d'Arcachon-La Teste-de-Buch,FR,m
LFCI,43.91390,2.11306,Albi Le Sequestre airport,FR,m
LFCJ,45.48420,-0.42139,Aérodrome de Jonzac Neulles,FR,s
LFCK,43.55630,2.28918,Castres Mazamet Airport,FR,m
LFCL,43.58677,1.49924,Toulouse-Lasbordes Airfield,FR,s
LFCM,43.98930,3.18300,Millau-Larzac Airfield,FR,s
LFCN,43.76970,-0.03278,Nogaro Airfield,FR,s
LFCO,43.16350,-0.56149,Oloron Herrere Airfield,FR,s
LFCP,45.57000,-0.51500,Pons Avy Airfield,FR,s
LFCQ,43.77110,2.01083,Aérodrome de Graulhet-Montdragon,FR,s
LFCR,44.40790,2.48267,Rodez–Aveyron Airport,FR,m
LFCS,44.70030,-0.59556,Aérodrome de Bordeaux-Léognan-Saucats,FR,s
LFCT,46.96190,-0.15278,Aérodrome de Thouars,FR,s
LFCU,45.53574,2.42447,Ussel-Thalamy Airfield,FR,s
LFCV,44.36949,2.02572,Aérodrome de Villefranche de Rouergue,FR,s
LFCW,44.39690,0.75889,Villeneuve-sur-Lot Airfield,FR,s
LFCX,44.08642,1.12719,Aérodrome de Castelsarrasin Moissac,FR,s
LFCY,45.62810,-0.97250,Royan-Médis Airport,FR,m
LFCZ,44.14593,-1.16432,Aérodrome de Mimizan,FR,s
LFDA,43.70940,-0.24528,Aire-sur-l'Adour Airfield,FR,s
LFDB,44.02570,1.37804,Aérodrome Morin - Védrines,FR,s
LFDC,45.27440,-0.45222,Aérodrome de Montendre-Marcillac,FR,s
LFDE,45.42140,2.06889,Aérodrome d'Égletons,FR,s
LFDF,44.85360,0.17667,Aérodrome de Sainte-Foy-la-Grande,FR,s
LFDG,43.88390,1.87556,Aérodrome de Gaillac - Lisle-sur-Tarn,FR,s
LFDH,43.68361,0.59975,Auch Gers Airfield,FR,m
LFDI,44.98347,-0.13836,Libourne-Artigues-de-Lussac Airfield,FR,s
LFDJ,43.09060,1.69583,Aérodrome de Pamiers - Les Pujols,FR,s
LFDK,45.49500,-1.08222,Soulac Sur Mer Airfield,FR,s
LFDL,47.03594,0.10062,Loudun Airfield,FR,s
LFDM,44.49905,0.20051,Marmande – Virazeil Airfield,FR,s
LFDN,45.88780,-0.98306,Rochefort-Saint-Agnant (BA 721) Airport,FR,m
LFDP,45.95920,-1.31611,St Pierre d'Oléron Airfield,FR,s
LFDQ,43.27940,0.52167,Castelnau Magnoac Airfield,FR,s
LFDR,44.56810,-0.05611,La Réole Floudes Airfield,FR,s
LFDS,44.79171,1.24707,Sarlat Domme Airfield,FR,s
LFDT,43.21527,0.07730,Aérodrome de Tarbes Laloubère,FR,s
LFDU,45.19780,-0.88222,Lesparre St Laurent Medoc Airfield,FR,s
LFDV,46.27280,0.19056,Couhé Vérac Airfield,FR,s
LFDW,46.58360,0.64250,Chauvigny Airfield,FR,s
LFDX,44.46092,1.00671,Fumel Montayral Airfield,FR,s
LFDY,44.87605,-0.48042,Bordeaux Yvrac Airfield,FR,s
LFEA,47.32526,-3.20126,Aérodrome de Belle Île,FR,s
LFEB,48.44335,-2.10314,Dinan-Trélivan Airfield,FR,s
LFEC,48.46320,-5.06358,Ouessant Airport,FR,s
LFED,48.05674,-2.92082,Pontivy Airfield,FR,s
LFEF,47.33977,0.94586,Amboise Dierre Airfield,FR,s
LFEG,46.59626,1.60157,Argenton-sur-Creuse Airfield,FR,s
LFEH,47.47993,2.39327,Aubigny-sur-Nère Airfield,FR,s
LFEI,47.61440,2.78194,Briare Châtillon Airfield,FR,s
LFEJ,46.84086,1.61995,Châteauroux Villers Airfield,FR,s
LFEK,46.88798,2.03990,Issoudun Le Fay Airfield,FR,s
LFEL,46.62080,1.08750,Le Blanc Airfield,FR,s
LFEM,47.96060,2.68583,Montargis Vimory Airfield,FR,s
LFEN,47.26607,0.69869,Tours Sorigny Airfield,FR,s
LFEP,47.22140,4.56111,Pouilly-Maconge Airfield,FR,s
LFEQ,47.48220,-3.10000,Quiberon Airfield,FR,s
LFER,47.69940,-2.03667,Redon Bains-sur-Oust Airfield,FR,s
LFES,48.05250,-3.66472,Guiscriff Scaer Airfield,FR,s
LFET,47.54629,5.21044,Til Châtel Airfield,FR,s
LFEU,48.86752,5.18507,Bar-le-Duc Airfield,FR,s
LFEV,47.43166,5.61775,Gray Saint-Adrien Airfield,FR,s
LFEW,47.23926,4.26593,Saulieu-Liernais Airfield,FR,s
LFEX,48.59347,6.24104,Nancy Azelot Airfield,FR,s
LFEY,46.71764,-2.39254,Île d'Yeu Airport,FR,s
LFEZ,48.72440,6.20778,Nancy-Malzéville Airfield,FR,s
LFFB,48.35007,2.42443,Buno-Bonnevaux Airfield,FR,s
LFFC,49.07881,1.68829,Mantes-Chérence Airfield,FR,s
LFFD,48.89767,1.25084,Saint-André-de-l'Eure Airfield,FR,s
LFFE,49.04602,2.35398,Enghien-Moisselles Airfield,FR,s
LFFG,48.75702,3.27810,La Ferté-Gaucher Airfield,FR,s
LFFH,49.06675,3.35547,Château-Thierry-Belleau Airfield,FR,s
LFFI,47.40810,-1.17750,Ancenis Airfield,FR,s
LFFJ,48.38509,5.14347,Joinville Mussey Airfield,FR,s
LFFK,46.44140,-0.79278,Fontenay Le Comte Airfield,FR,s
LFFL,48.51580,1.64000,Bailleau Armenonville Airfield,FR,s
LFFN,48.43040,4.47249,Brienne-le-Château Airfield,FR,s
LFFO,46.89042,-2.08847,Beauvoir Fromentine Airfield,FR,s
LFFP,48.15518,2.18756,Pithiviers Airfield,FR,s
LFFQ,48.49857,2.33689,Cerny-La Ferté Alais Airfield,FR,s
LFFR,48.06591,4.41237,Bar-sur-Seine Airfield,FR,s
LFFT,48.35895,5.71962,Neufchâteau Airfield,FR,s
LFFU,46.87110,2.37694,Châteauneuf Sur Cher Airfield,FR,s
LFFV,47.19405,2.06541,Vierzon-Méreau Airfield,FR,s
LFFW,46.93310,-1.32556,Montaigu St Georges Airfield,FR,s
LFFX,46.56206,4.97563,Tournus Cuisery Airfield,FR,s
LFFY,49.30527,1.63791,Étrépagny Airfield,FR,s
LFFZ,48.70957,3.76330,Sézanne-Saint-Remy Airfield,FR,s
LFGA,48.10990,7.35901,Colmar Houssen airport,FR,m
LFGB,47.74130,7.43221,Mulhouse-Habsheim Airfield,FR,s
LFGC,48.55326,7.77660,Strasbourg Neuhof Airfield,FR,s
LFGE,47.50377,3.90103,Avallon Airfield,FR,s
LFGF,47.00590,4.89342,Beaune-Challanges Airfield,FR,s
LFGG,47.70073,6.83127,Belfort Chaux Airfield,FR,s
LFGH,47.36092,2.91586,Cosne-sur-Loire Airfield,FR,s
LFGI,47.38528,4.94694,Dijon Darois Airfield,FR,s
LFGJ,47.03896,5.42759,Dole Tavaux Airport,FR,m
LFGK,47.99446,3.39271,Joigny Airfield,FR,s
LFGL,46.67505,5.46911,Lons-le-Saunier Courlaoux Airfield,FR,s
LFGM,46.60318,4.33816,Montceau-les-Mines Pouilloux Airfield,FR,s
LFGN,46.46580,4.13454,Paray-le-Monial Airfield,FR,s
LFGO,48.29159,3.24574,Pont-sur-Yonne Airfield,FR,s
LFGP,47.98019,3.77558,Saint-Florentin - Chéu Airfield,FR,s
LFGQ,47.48100,4.34298,Semur-en-Auxois Airfield,FR,s
LFGR,49.15216,5.93345,Doncourt-lès-Conflans Airfield,FR,s
LFGS,49.48362,5.57194,Longuyon Villette Airfield,FR,s
LFGT,48.71688,7.07432,Sarrebourg Buhl Airfield,FR,s
LFGU,49.12810,7.10833,Sarreguemines Neunkirch Airfield,FR,s
LFGW,49.12240,5.46905,Verdun-Le Rozelier Airfield,FR,m
LFGX,46.76303,5.81966,Champagnole-Crotenay Airfield,FR,s
LFGY,48.26647,7.00745,Saint-Dié-Remomeix Airfield,FR,s
LFGZ,47.14203,4.96854,Nuits-Saint-Georges Airfield,FR,s
LFHA,45.51500,3.26750,Issoire-Le Broc Airfield,FR,s
LFHC,45.86970,5.18722,Aérodrome de Pérouges - Meximieux,FR,s
LFHD,44.39760,4.71765,Pierrelatte Airfield,FR,s
LFHE,45.06610,5.10333,Aérodrome de Romans - Saint-Paul,FR,s
LFHF,44.44461,4.33275,Ruoms Airfield,FR,s
LFHG,45.49189,4.53437,Saint-Chamond L'Horme Airfield,FR,s
LFHH,45.46243,4.82815,Vienne Reventin Airfield,FR,s
LFHI,45.68691,5.45224,Morestel Airfield,FR,s
LFHJ,45.65420,4.91361,Lyon Corbas Airfield,FR,s
LFHL,44.70359,3.88485,Langogne-Lespéron Airfield,FR,s
LFHM,45.82301,6.64941,Megève Altiport,FR,s
LFHN,46.12334,5.80486,Bellegarde-Vouvray Airfield,FR,s
LFHO,44.54437,4.37219,Aubenas-South Ardèche Airport,FR,m
LFHP,45.08070,3.76289,Le Puy-Loudes Airfield,FR,s
LFHQ,45.07640,2.99361,Saint-Flour-Coltines Airfield,FR,s
LFHR,45.31989,3.36162,Brioude Beaumont Airfield,FR,s
LFHS,46.20090,5.29203,Bourg-Ceyzériat Airfield,FR,s
LFHT,45.51620,3.74514,Ambert - Le Poyet Airfield,FR,s
LFHU,45.08740,6.08360,L'Alpe d'Huez - Henri Giraud Altiport,FR,s
LFHV,45.91831,4.63518,Villefranche-Tarare Airfield,FR,s
LFHW,46.14084,4.71382,Belleville Villié Morgon Airfield,FR,s
LFHX,46.25390,3.58861,Lapalisse - Périgny Airfield,FR,s
LFHY,46.53460,3.42372,Moulins-Montbeugny Airfield,FR,s
LFIB,44.78250,0.95889,Aérodrome de Belvès Saint-Pardoux,FR,s
LFID,43.91030,0.38722,Aérodrome de Condom - Valence-sur-Baïse,FR,s
LFIF,43.82457,2.74398,Saint-Affrique-Belmont Airfield,FR,s
LFIG,44.17780,2.51500,Cassagnes-Bégonhès Airfield,FR,s
LFIH,45.26810,0.01694,Chalais Airfield,FR,s
LFIK,45.23867,0.26480,Aérodrome de Ribérac-Tourette,FR,s
LFIL,43.91580,-0.94917,Rion Des Landes Airfield,FR,s
LFIM,43.10742,0.61913,Saint Gaudens Montréjeau Airfield,FR,s
LFIP,42.79672,0.43650,Altiport de Peyresourde Balestas,FR,s
LFIR,43.48140,1.98000,Revel Montgey Airfield,FR,s
LFIS,50.88261,1.73576,Saint-Inglevert Aerodrome,FR,s
LFIT,43.61220,1.72528,Aérodrome de Toulouse Bourg-Saint-Bernard,FR,s
LFIV,45.38060,-1.11583,Aérodrome de Vendays-Montalivet,FR,s
LFIX,43.33750,-1.42222,Itxassou Airfield,FR,s
LFIY,45.96499,-0.52337,St Jean d'Angély Airfield,FR,s
LFJA,48.08072,5.04770,Chaumont-Semoutiers Airfield,FR,s
LFJB,46.90280,-0.69778,Mauléon Airfield,FR,s
LFJC,47.43760,3.50742,Clamecy-Rix Airfield,FR,s
LFJD,46.04053,5.49454,Corlier Altiport,FR,s
LFJE,44.49580,5.40285,Altiport de La Motte Chalancon,FR,s
LFJF,44.69450,5.15111,Aérodrome d'Aubenasson,FR,s
LFJH,43.20220,1.05111,Aérodrome de Cazères - Palaminy,FR,s
LFJI,45.82500,-1.07667,Aérodrome de Marennes - Le Bournet,FR,s
LFJL,48.98210,6.25132,Metz-Nancy-Lorraine Airport,FR,m
LFJR,47.56030,-0.31222,Angers Marcé airport,FR,m
LFJS,49.34498,3.28268,Soissons-Courmelles Airfield,FR,s
LFJT,47.14925,0.71113,Tours Le Louroux Airfield,FR,s
LFJU,46.71228,2.94477,Lurcy-Lévis Airfield,FR,s
LFJV,43.42528,-0.28694,Aérodrome de Lasclaveries,FR,s
LFJY,49.02550,5.87607,Chambley airfield,FR,s
LFKA,45.62604,6.32812,Albertville General Pierre Delachenal Airfield,FR,s
LFKB,42.55270,9.48373,Bastia-Poretta International airport,FR,l
LFKC,42.53042,8.79298,Calvi Sainte Catherine Airport,FR,m
LFKD,45.25380,6.80114,Sollières Sardières Airfield,FR,s
LFKE,45.02780,5.31000,Saint-Jean-en-Royans Airfield,FR,s
LFKF,41.50185,9.09709,Figari Sud-Corse Airport,FR,l
LFKG,42.05339,9.40024,Aérodrome de Ghisonaccia - Alzitone,FR,s
LFKH,45.51670,5.68056,St Jean D'avelanne Airfield,FR,s
LFKJ,41.92360,8.80292,Ajaccio Napoléon Bonaparte airport,FR,m
LFKL,45.71054,4.69667,Lyon Brindas Airfield,FR,s
LFKM,45.60720,4.30583,St Galmier Airfield,FR,s
LFKO,41.66060,8.88975,Propriano Airport,FR,s
LFKP,45.55492,5.38587,La Tour-de-Pin Airfield,FR,s
LFKS,41.92440,9.40600,Solenzara (BA 126) Air Base,FR,m
LFKT,42.29190,9.18900,Aérodrome de Corte,FR,s
LFKX,45.40751,6.57760,Méribel Altiport,FR,s
LFKY,45.69412,5.69153,Belley-Peyrieu Airfield,FR,s
LFLA,47.85020,3.49711,Auxerre Branches airport,FR,m
LFLB,45.63810,5.88023,Chambéry Aix les Bains airport,FR,m
LFLC,45.78670,3.16917,Clermont-Ferrand Auvergne airport,FR,l
LFLD,47.06016,2.36963,Bourges airport,FR,m
LFLE,45.56110,5.97576,Chambéry Challes-les-Eaux Airfield,FR,s
LFLG,45.21805,5.84832,Grenoble Le Versoud Airfield,FR,s
LFLH,46.82581,4.81765,Chalon Champforgeuil Airfield,FR,s
LFLI,46.19200,6.26839,Annemasse Airfield,FR,m
LFLJ,45.39753,6.63498,Courchevel Altiport,FR,s
LFLL,45.72600,5.09014,Lyon Saint-Exupéry Airport,FR,l
LFLM,46.29513,4.79598,Mâcon-Charnay Airfield,FR,m
LFLN,46.41402,4.01418,Saint-Yan Airport,FR,m
LFLO,46.05382,3.99902,Roanne-Renaison Airport,FR,m
LFLP,45.92895,6.09870,Annecy Meythet airport,FR,m
LFLQ,44.57988,4.73879,Montélimar-Ancône Airfield,FR,s
LFLR,45.25153,4.82640,Saint-Rambert-d'Albon Airfield,FR,s
LFLS,45.36290,5.32937,Grenoble Alpes Isère Airport,FR,m
LFLT,46.35277,2.57048,Montluçon-Domérat Airfield,FR,s
LFLU,44.92160,4.96990,Valence-Chabeuil Airport,FR,m
LFLV,46.16969,3.40364,Vichy-Charmeil Airport,FR,m
LFLW,44.89140,2.42194,Aurillac airport,FR,m
LFLX,46.86022,1.72833,Châteauroux Déols airport,FR,m
LFLY,45.72795,4.94399,Lyon Bron Airport,FR,m
LFLZ,45.70622,4.19734,Aérodrome de Feurs - Chambéon,FR,s
LFMA,43.50629,5.36643,Aix Les Milles airport,FR,s
LFMC,43.38470,6.38714,Le Luc-Le Cannet Airfield,FR,m
LFMD,43.54800,6.95518,Cannes Mandelieu Airport,FR,m
LFME,43.85390,4.41361,Nîmes Courbessac Airfield,FR,s
LFMF,43.60958,6.69737,Fayence-Tourrettes Airfield,FR,s
LFMG,43.40750,1.99028,Aérodrome de la Montagne Noire,FR,s
LFMH,45.54060,4.29639,Saint-Étienne-Bouthéon Airport,FR,m
LFMI,43.52270,4.92384,Istres-Le Tubé Air Base,FR,m
LFMK,43.21600,2.30632,Carcassonne Salvaza Airport,FR,m
LFML,43.43809,5.21250,Marseille Provence Airport,FR,l
LFMN,43.65840,7.21587,Nice-Côte d'Azur Airport,FR,l
LFMO,44.14050,4.86672,Orange-Caritat (BA 115) Air Base,FR,m
LFMP,42.74040,2.87067,Perpignan-Rivesaltes (Llabanère) Airport,FR,m
LFMQ,43.25250,5.78519,Le Castellet Airport,FR,m
LFMR,44.38720,6.60883,Barcelonnette - Saint-Pons Airfield,FR,s
LFMS,44.06970,4.14212,Aérodrome d'Alès Cévennes,FR,m
LFMT,43.57620,3.96301,Montpellier-Méditerranée Airport,FR,l
LFMU,43.32350,3.35390,Béziers Vias airport,FR,m
LFMV,43.90730,4.90183,Avignon Caumont airport,FR,m
LFMW,43.31220,1.92111,Aérodrome de Castelnaudary-Villeneuve,FR,s
LFMX,44.06000,5.99139,Château-Arnoux-Saint-Auban Airfield,FR,s
LFMY,43.60640,5.10925,Salon-de-Provence (BA 701) Air Base,FR,m
LFMZ,43.17580,2.73417,Lézignan-Corbières Airfield,FR,s
LFNA,44.45500,6.03778,Gap-Tallard Airfield,FR,s
LFNB,44.50210,3.53282,Mende-Brenoux Airfield,FR,m
LFNC,44.70170,6.60028,Mont-Dauphin Saint-Crépin Airfield,FR,s
LFNE,43.65830,5.01361,Aérodrome d'Eyguières,FR,s
LFNF,43.73780,5.78417,Vinon Airfield,FR,s
LFNG,43.61030,4.07028,Aérodrome de Montpellier - Candillargues,FR,s
LFNH,44.02769,5.08425,Edgar Soumille Airfield,FR,s
LFNJ,44.51746,5.73574,Aspres-sur-Buëch Airfield,FR,s
LFNL,43.80080,3.78250,Aérodrome de Saint-Martin-de-Londres,FR,s
LFNN,43.19417,3.05167,Narbonne Airfield,FR,s
LFNO,44.28640,3.46667,Florac Ste Enimie Airfield,FR,s
LFNQ,42.54360,2.12000,Mont Louis La Quillane Airfield,FR,s
LFNR,43.53666,5.17744,Berre-la-Fare Airfield,FR,s
LFNS,44.28647,5.92909,Sistéron-Vaumeilh Airfield,FR,s
LFNT,43.99690,4.75556,Avignon-Pujaut Airfield,FR,s
LFNU,44.08215,4.39393,Uzès-Belvezet Airfield,FR,s
LFNV,44.33574,4.90688,Valréas Visan Airfield,FR,s
LFNW,42.91140,2.05611,Puivert Airfield,FR,s
LFNX,43.64080,3.14556,Bédarieux La Tour Airfield,FR,s
LFNZ,43.76890,4.89361,Le Mazet De Romanin Airfield,FR,s
LFOA,47.05330,2.63250,Avord (BA 702) Air Base,FR,m
LFOB,49.45440,2.11278,Beauvais-Tillé airport,FR,l
LFOC,48.05791,1.37931,Châteaudun Airfield,FR,m
LFOD,47.25680,-0.11514,Aérodrome de Saumur - Saint-Florent,FR,s
LFOE,49.02870,1.21986,Évreux-Fauville (BA 105) Air Base,FR,m
LFOF,48.44657,0.10800,Alençon-Valframbert Airfield,FR,s
